Date,Mentions,Engagements
2016-05-28,2432,1711
2016-05-29,2335,1447
2016-05-30,2893,1604
2016-05-31,3968,2495
2016-06-01,4912,2633
2016-06-02,5398,2146
2016-06-03,5282,2565
2016-06-04,2658,1525
2016-06-05,2242,1316
2016-06-06,4713,2087
2016-06-07,4707,2678
2016-06-08,4755,2307
2016-06-09,4815,2223
2016-06-10,3694,4176
2016-06-11,2383,1553
2016-06-12,1984,1377
2016-06-13,3780,1818
2016-06-14,3924,2116
2016-06-15,4432,2411
2016-06-16,5185,2780
2016-06-17,4208,2056
2016-06-18,2376,1190
2016-06-19,2070,1092
2016-06-20,4501,3593
2016-06-21,4104,2458
2016-06-22,4338,2157
2016-06-23,4501,2554
2016-06-24,3450,1373
2016-06-25,2128,1076
2016-06-26,2039,1401
2016-06-27,3907,1881
2016-06-28,6060,2549
2016-06-29,5863,2375
2016-06-30,4726,2291
2016-07-01,4135,1687
2016-07-02,3241,1317
2016-07-03,2078,1059
2016-07-04,3083,2096
2016-07-05,3410,1949
2016-07-06,3876,1836
2016-07-07,5125,1849
2016-07-08,4483,2152
2016-07-09,2385,1381
2016-07-10,2025,1310
2016-07-11,3559,2050
2016-07-12,3933,2415
2016-07-13,3649,2151
2016-07-14,4468,3296
2016-07-15,4434,2342
2016-07-16,2740,1811
2016-07-17,2473,1790
2016-07-18,4283,2308
2016-07-19,4300,2358
2016-07-20,4674,2217
2016-07-21,4848,2256
2016-07-22,4888,2429
2016-07-23,2233,1312
2016-07-24,2196,1130
2016-07-25,3331,2055
2016-07-26,4674,2465
2016-07-27,4067,2802
2016-07-28,18966,27996
2016-07-29,6685,7292
2016-07-30,3317,2515
2016-07-31,2933,1888
2016-08-01,4000,2446
2016-08-02,4745,2412
2016-08-03,5810,2621
2016-08-04,4940,2985
2016-08-05,5188,2428
2016-08-06,2580,1224
2016-08-07,2140,1208
2016-08-08,4393,2000
2016-08-09,4966,2247
2016-08-10,4148,2331
2016-08-11,4938,2092
2016-08-12,4471,1859
2016-08-13,3015,1618
2016-08-14,2182,1246
2016-08-15,3567,1986
2016-08-16,4229,2311
2016-08-17,4693,1893
2016-08-18,4181,2160
2016-08-19,5169,2113
2016-08-20,2441,1570
2016-08-21,2000,1157
2016-08-22,3901,1990
2016-08-23,3935,1885
2016-08-24,3769,1643
2016-08-25,4125,1653
2016-08-26,5017,1847
2016-08-27,2561,1058
2016-08-28,1995,1015
2016-08-29,3306,1394
2016-08-30,3782,2004
2016-08-31,3546,1455
2016-09-01,3753,1323
2016-09-02,3236,1036
2016-09-03,2214,1282
2016-09-04,1931,1133
2016-09-05,2491,1555
2016-09-06,3300,2205
2016-09-07,3596,2874
2016-09-08,3204,1576
2016-09-09,3793,1671
2016-09-10,2334,1277
2016-09-11,2140,999
2016-09-12,3282,1519
2016-09-13,4818,1616
2016-09-14,3927,1939
2016-09-15,3810,1509
2016-09-16,4063,1462
2016-09-17,2197,1843
2016-09-18,2212,1256
2016-09-19,4801,2496
2016-09-20,4470,2325
2016-09-21,4498,2373
2016-09-22,4304,2652
2016-09-23,4074,2006
2016-09-24,2515,1533
2016-09-25,2948,1508
2016-09-26,4313,2160
2016-09-27,4228,1943
2016-09-28,4115,1793
2016-09-29,3770,1798
2016-09-30,4502,1746
2016-10-01,2012,1444
2016-10-02,1740,841
2016-10-03,3033,1729
2016-10-04,3787,1486
2016-10-05,4036,1370
2016-10-06,3194,1103
2016-10-07,2422,1093
2016-10-08,3239,1657
2016-10-09,1355,708
2016-10-10,2374,1534
2016-10-11,2948,1639
2016-10-12,3258,1570
2016-10-13,3594,1973
2016-10-14,4088,1946
2016-10-15,2559,1371
2016-10-16,2529,2424
2016-10-17,3324,2387
2016-10-18,3617,1783
2016-10-19,3638,1688
2016-10-20,4127,1885
2016-10-21,2562,2140
2016-10-22,1946,3939
2016-10-23,1790,1442
2016-10-24,2601,1336
2016-10-25,3441,1604
2016-10-26,3900,1951
2016-10-27,4371,2124
2016-10-28,3587,1617
2016-10-29,2349,1392
2016-10-30,1949,900
2016-10-31,3144,1491
2016-11-01,3640,1423
2016-11-02,3467,1418
2016-11-03,3900,1557
2016-11-04,3579,1552
2016-11-05,2069,1174
2016-11-06,1854,996
2016-11-07,3040,1415
2016-11-08,3702,1665
2016-11-09,3119,1287
2016-11-10,3281,1388
2016-11-11,3414,1598
2016-11-12,2323,1301
2016-11-13,2052,1053
2016-11-14,2984,1453
2016-11-15,3931,3780
2016-11-16,4619,3049
2016-11-17,5042,2466
2016-11-18,4331,1794
2016-11-19,2930,1482
2016-11-20,2179,1368
2016-11-21,3295,1617
2016-11-22,3443,1731
2016-11-23,3296,2248
2016-11-24,2904,1850
2016-11-25,2452,1570
2016-11-26,2138,982
2016-11-27,1781,1012
2016-11-28,2933,1978
2016-11-29,3533,2220
2016-11-30,3993,2388
2016-12-01,4192,1834
2016-12-02,4017,1757
2016-12-03,2221,1086
2016-12-04,1781,978
2016-12-05,3223,1676
2016-12-06,3490,1703
2016-12-07,3880,1905
2016-12-08,3643,1643
2016-12-09,3202,1451
2016-12-10,1907,881
2016-12-11,1730,1393
2016-12-12,2964,1464
2016-12-13,3732,1680
2016-12-14,4258,1968
2016-12-15,3908,1403
2016-12-16,4409,1406
2016-12-17,3734,1117
2016-12-18,2741,979
2016-12-19,4008,1756
2016-12-20,4315,1758
2016-12-21,3491,1701
2016-12-22,3530,1377
2016-12-23,2627,1193
2016-12-24,1781,1697
2016-12-25,1390,660
2016-12-26,1656,944
2016-12-27,1924,1213
2016-12-28,2515,1170
2016-12-29,2932,1251
2016-12-30,2690,1433
2016-12-31,1880,1126
2017-01-01,1591,654
2017-01-02,2050,1480
2017-01-03,2812,1231
2017-01-04,3460,1655
2017-01-05,3711,1886
2017-01-06,3515,1464
2017-01-07,1942,1023
2017-01-08,1674,1111
2017-01-09,2925,1563
2017-01-10,4256,2102
2017-01-11,3831,1694
2017-01-12,3610,1980
2017-01-13,3593,1599
2017-01-14,2024,1304
2017-01-15,1927,857
2017-01-16,2908,1178
2017-01-17,3625,1718
2017-01-18,4265,2191
2017-01-19,4698,1913
2017-01-20,4343,1735
2017-01-21,1943,947
2017-01-22,1497,800
2017-01-23,3064,1466
2017-01-24,3898,3149
2017-01-25,4671,3769
2017-01-26,4154,3971
2017-01-27,3581,2301
2017-01-28,2273,1456
2017-01-29,2010,1149
2017-01-30,2920,1592
2017-01-31,3577,1525
2017-02-01,3358,1437
2017-02-02,3687,2153
2017-02-03,3406,2543
2017-02-04,2396,2054
2017-02-05,1825,1302
2017-02-06,2765,1668
2017-02-07,3244,1554
2017-02-08,3093,2005
2017-02-09,3897,1748
2017-02-10,4271,1707
2017-02-11,2497,1000
2017-02-12,2048,1048
2017-02-13,4187,1396
2017-02-14,4113,1486
2017-02-15,2936,1446
2017-02-16,3277,7669
2017-02-17,3966,8784
2017-02-18,3202,6972
2017-02-19,2223,6329
2017-02-20,2989,7876
2017-02-21,4109,8979
2017-02-22,3893,12000
2017-02-23,4181,11032
2017-02-24,3553,10855
2017-02-25,2451,9828
2017-02-26,2102,9494
2017-02-27,3703,12918
2017-02-28,3831,25420
2017-03-01,3885,28016
2017-03-02,3774,27223
2017-03-03,3260,21145
2017-03-04,2428,37238
2017-03-05,1464,35178
2017-03-06,2804,28567
2017-03-07,3663,21950
2017-03-08,3738,17754
2017-03-09,3615,14040
2017-03-10,3709,13004
2017-03-11,2525,12101
2017-03-12,1821,15641
2017-03-13,3167,15977
2017-03-14,4020,24139
2017-03-15,6198,25857
2017-03-16,6994,25911
2017-03-17,5054,25870
2017-03-18,2892,14172
2017-03-19,3059,12366
2017-03-20,857,4570
